"","cellid","coretype","primary","secondary"
"1240","Sc01151505","Transition","L6a Car12","L6a Syt17"
"1241","Sc01151506","Transition","L6a Car12","L6a Syt17"
"1242","Sc01151507","Core","L2/3 Ptgs2","0"
"1243","Sc01151508","Core","L6a Car12","0"
"1244","Sc01151509","Core","L6a Car12","0"
"1245","Sc01151510","Transition","L2 Ngb","L2/3 Ptgs2"
"1246","Sc01151511","Core","L6a Sla","0"
"1247","Sc01151512","Core","L2/3 Ptgs2","0"
"1248","Sc01151513","Transition","L4 Ctxn3","L4 Scnn1a"
"1249","Sc01151514","Core","L2 Ngb","0"
"1250","Sc01151515","Core","L2/3 Ptgs2","0"
"1251","Sc01151516","Core","L6a Mgp","0"
"1252","Sc01151517","Core","L2/3 Ptgs2","0"
"1253","Sc01151518","Core","L4 Ctxn3","0"
"1254","Sc01151519","Core","L2/3 Ptgs2","0"
"1255","Sc01151520","Core","L5a Tcerg1l","0"
"1256","Sc01151522","Core","L2/3 Ptgs2","0"
"1257","Sc01151523","Core","L2/3 Ptgs2","0"
"1258","Sc01151524","Transition","L6a Sla","L5a Batf3"
"1259","Sc01151525","Core","L6a Mgp","0"
"1260","Sc01151526","Core","L2/3 Ptgs2","0"
"1261","Sc01151527","Transition","L4 Arf5","L4 Ctxn3"
"1262","Sc01151528","Core","L2/3 Ptgs2","0"
"1263","Sc01151529","Core","L2/3 Ptgs2","0"
"1264","Sc01151530","Core","L2/3 Ptgs2","0"
"1265","Sc01151531","Core","L6a Mgp","0"
"1266","Sc01151532","Core","L2/3 Ptgs2","0"
"1267","Sc01151533","Core","L6a Car12","0"
"1268","Sc01151534","Core","L2/3 Ptgs2","0"
"1269","Sc01151535","Core","L6a Mgp","0"
"1270","Sc01151536","Core","L2 Ngb","0"
"1271","Sc01151537","Core","L6a Car12","0"
"1272","Sc01151538","Core","L2/3 Ptgs2","0"
"1273","Sc01151539","Core","L2/3 Ptgs2","0"
"1274","Sc01151540","Core","L6a Sla","0"
"1275","Sc01151541","Core","L6a Mgp","0"
"1276","Sc01151542","Core","L2/3 Ptgs2","0"
"1277","Sc01151543","Core","L2/3 Ptgs2","0"
"1278","Sc01151544","Core","L6a Car12","0"
"1279","Sc01151545","Core","L2/3 Ptgs2","0"
"1280","Sc01151546","Transition","L6a Car12","L6a Syt17"
"1281","Sc01151547","Core","L2/3 Ptgs2","0"
"1282","Sc01151548","Core","L2 Ngb","0"
"1283","T01101409","Transition","L6a Sla","L6a Mgp"
"1284","T01101410","Core","L6a Mgp","0"
"1285","T01101411","Core","L6a Sla","0"
"1286","T01101412","Core","L6a Mgp","0"
"1287","T01101413","Core","L6a Sla","0"
"1288","T01101414","Core","L6a Sla","0"
"1289","T01101415","Core","L6a Mgp","0"
"1290","T01101416","Core","L6a Sla","0"
"1291","T01141541n","Core","L6a Car12","0"
"1292","T01141542n","Core","Oligo 9630013A20Rik ","0"
"1293","T01141543n","Core","Oligo Opalin","0"
"1294","T01141544n","Core","L6a Car12","0"
"1295","T01141545n","Core","Oligo Opalin","0"
"1296","T01141546n","Core","L6a Car12","0"
"1297","T01141547n","Core","L6a Syt17","0"
"1298","T01141548n","Core","L6a Syt17","0"
"1299","T01141549n","Core","L6a Car12","0"
